canonical_smiles,pchembl_value,molecule_chembl_id,target_pref_name
Nc1nccc2scc(c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12,5.3,CHEMBL394790,CaM kinase II delta
CC1=Nc2c(sc3c(Br)ccc(Cl)c23)C(=O)O1,5.5,CHEMBL1974702,CaM kinase II delta
Oc1ccc2[nH]c3cc(c4ccccc4Cl)c5C(=O)NC(=O)c5c3c2c1,6.4,CHEMBL379975,CaM kinase II delta
Cc1oc(nn1)c2cc3c(Oc4ccc(cc4)C(F)(F)F)cncc3s2,5.4,CHEMBL1988153,CaM kinase II delta
CNC(=O)c1ccccc1Sc2ccc3c(C=Cc4ccccn4)n[nH]c3c2,5.3,CHEMBL1988437,CaM kinase II delta
NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c3ccc(Cl)c(Cl)c3,5.7,CHEMBL1998121,CaM kinase II delta
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CC(C)(C)N)c1,5.8,CHEMBL1979577,CaM kinase II delta
CCCCOc1ncnc2[nH]cc(c3ccccc3)c12,7.4,CHEMBL1996817,CaM kinase II delta
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc23)c1C,7.6,CHEMBL1990885,CaM kinase II delta
COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)[N+](=O)[O-],5.8,CHEMBL1995740,CaM kinase II delta
CCNC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,6.8,CHEMBL1992220,CaM kinase II delta
CC1CCN(CC1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N,5.9,CHEMBL234085,CaM kinase II delta
Oc1ccc(Nc2[nH]nc(c3ccc(O)cc3)c2c4ccc(O)cc4)cc1,5.9,CHEMBL1969042,CaM kinase II delta
O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccccc5,6.3,CHEMBL1999931,CaM kinase II delta
Cc1[nH]c(C=C2C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,5.9,CHEMBL2007064,CaM kinase II delta
COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,5.8,CHEMBL1981047,CaM kinase II delta
Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3,7.9,CHEMBL1991063,CaM kinase II delta
CS(=O)(=O)NC1CCCC(C1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,6.2,CHEMBL1987948,CaM kinase II delta
COc1cccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)c1,5.2,CHEMBL1987009,CaM kinase II delta
Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4ccccc4)c3,8.0,CHEMBL2002726,CaM kinase II delta
O=C1NCCc2[nH]c(cc12)c3ccnc(c3)c4cnc5ccccc5c4,6.1,CHEMBL226403,CaM kinase II delta
Nc1ncc(C=CC(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,5.2,CHEMBL1994938,CaM kinase II delta
Cc1ccc(Nc2nc3ccc(cc3[nH]2)[N+](=O)[O-])nc1,5.3,CHEMBL1992937,CaM kinase II delta
CC(C)(CN)CNc1nc(Cl)cc(n1)c2c[nH]c3ncccc23,6.5,CHEMBL1968930,CaM kinase II delta
CN(C)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4,5.9,CHEMBL1986328,CaM kinase II delta
Fc1ccc(NC(=O)Nc2ccc(cc2)c3cccc4sncc34)cc1C(F)(F)F,5.3,CHEMBL2000801,CaM kinase II delta
Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,6.3,CHEMBL2003638,CaM kinase II delta
CC(C)(C(=O)N)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,5.3,CHEMBL1967720,CaM kinase II delta
CNC(=O)NC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,6.9,CHEMBL2005509,CaM kinase II delta
CSc1ccccc1CNc2ncc(c(NCC3CCC(CN)CC3)n2)[N+](=O)[O-],6.1,CHEMBL392642,CaM kinase II delta
COc1ccc(CNc2cc(cc(F)n2)c3c[nH]c4ncccc34)cc1,6.5,CHEMBL1986855,CaM kinase II delta
Nc1nccc2scc(c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,5.4,CHEMBL231209,CaM kinase II delta
Nc1nccc2scc(c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,5.4,CHEMBL1976220,CaM kinase II delta
CN1CCN(CC1)C2CCC(CC2)n3cc(c4ccc(Oc5ccccc5)cc4)c6c(N)ncnc36,5.6,CHEMBL1997617,CaM kinase II delta
Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,5.5,CHEMBL1980297,CaM kinase II delta
CCCCOc1ccc(cc1S(=O)(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)C(C)(C)CC,5.2,CHEMBL1985690,CaM kinase II delta
OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2,5.9,CHEMBL243088,CaM kinase II delta
CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl,7.7,CHEMBL1993661,CaM kinase II delta
Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,5.9,CHEMBL1974416,CaM kinase II delta
CSc1nn(c(N)c1C(=O)N)c2ccccn2,5.9,CHEMBL2004615,CaM kinase II delta
Cc1nn(C)c(C)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)O,5.2,CHEMBL1984039,CaM kinase II delta
