canonical_smiles,pchembl_value,molecule_chembl_id,target_pref_name
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc23)c1C,7.4,CHEMBL1990885,CaM kinase II gamma
OC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,7.5,CHEMBL1986943,CaM kinase II gamma
Oc1ccc(Nc2[nH]nc(c3ccc(O)cc3)c2c4ccc(O)cc4)cc1,5.5,CHEMBL1969042,CaM kinase II gamma
O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccccc5,6.5,CHEMBL1999931,CaM kinase II gamma
Cc1[nH]c(C=C2C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,5.7,CHEMBL2007064,CaM kinase II gamma
COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,5.7,CHEMBL1981047,CaM kinase II gamma
Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3,7.8,CHEMBL1991063,CaM kinase II gamma
COc1ccc(c2ccc(NC(=O)Nc3ccc(F)c(C)c3)cc2)c4c(N)noc14,5.5,CHEMBL1979093,CaM kinase II gamma
Cc1n[nH]c2ccc(cc12)c3cncc(OCC(N)Cc4ccccc4)c3,7.6,CHEMBL2002726,CaM kinase II gamma
O=C1NCCc2[nH]c(cc12)c3ccnc(c3)c4cnc5ccccc5c4,5.4,CHEMBL226403,CaM kinase II gamma
Clc1cc(NC2CCCCC2)nc(n1)c3c[nH]c4ncccc34,5.8,CHEMBL1997846,CaM kinase II gamma
CC(C)Cn1c(N)nc2c(F)cc(cc12)c3c(nc4sccn34)c5ccc(F)cc5,5.2,CHEMBL2004419,CaM kinase II gamma
Brc1ccc2[nH]nc(c3ccccc3)c2c1,5.5,CHEMBL1994074,CaM kinase II gamma
CN(C)C(=O)Nc1ccc2nc(c3occc3)c(nc2c1)c4occc4,5.4,CHEMBL1986328,CaM kinase II gamma
Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,6.3,CHEMBL2003638,CaM kinase II gamma
Cc1nc(COc2ccccc2Cl)sc1c3ccnc(N)n3,5.2,CHEMBL1375640,CaM kinase II gamma
CC(C)(C(=O)N)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,5.2,CHEMBL1967720,CaM kinase II gamma
CSc1ccccc1CNc2ncc(c(NCC3CCC(CN)CC3)n2)[N+](=O)[O-],6.2,CHEMBL392642,CaM kinase II gamma
Nc1nccc2scc(c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,5.2,CHEMBL231209,CaM kinase II gamma
Nc1nccc2scc(c3ccc(NC(=O)Nc4cccc(Br)c4)cc3)c12,5.5,CHEMBL1976220,CaM kinase II gamma
CN1CCN(CC1)C2CCC(CC2)n3cc(c4ccc(Oc5ccccc5)cc4)c6c(N)ncnc36,5.4,CHEMBL1997617,CaM kinase II gamma
CCCCn1c(NC(=O)c2cccc(c2)C#N)nc3cc(ccc13)N(C)C(=O)C4CCCCC4,5.3,CHEMBL1969301,CaM kinase II gamma
Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,5.3,CHEMBL1980297,CaM kinase II gamma
CCCCOc1ccc(cc1S(=O)(=O)Nc2ccc(cc2)c3csc4ncnc(N)c34)C(C)(C)CC,5.2,CHEMBL1985690,CaM kinase II gamma
OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2,5.7,CHEMBL243088,CaM kinase II gamma
CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl,7.4,CHEMBL1993661,CaM kinase II gamma
Fc1cccc(C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2)c1F,6.1,CHEMBL1974416,CaM kinase II gamma
CSc1nn(c(N)c1C(=O)N)c2ccccn2,6.0,CHEMBL2004615,CaM kinase II gamma
Cc1nn(C)c(C)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)O,5.2,CHEMBL1984039,CaM kinase II gamma
Cc1cccc(c1C)c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,5.7,CHEMBL1964290,CaM kinase II gamma
NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1,7.2,CHEMBL1987034,CaM kinase II gamma
Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,6.0,CHEMBL2005886,CaM kinase II gamma
NC(=O)c1sc(cc1OCc2ccccc2C(F)(F)F)n3cnc4ccccc34,5.4,CHEMBL481491,CaM kinase II gamma
CC(=O)Nc1c(sc2ccc(Cl)c(Cl)c12)C(=O)N,5.8,CHEMBL1973142,CaM kinase II gamma
COc1cccc(c1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,6.2,CHEMBL1982924,CaM kinase II gamma
CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5,5.9,CHEMBL2005936,CaM kinase II gamma
NC1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,8.4,CHEMBL1966628,CaM kinase II gamma
NC1CCCCC1Nc2nccc(n2)c3c[nH]c4ncccc34,7.1,CHEMBL1995813,CaM kinase II gamma
OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2,6.2,CHEMBL244378,CaM kinase II gamma
Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c(c1)c23)C(=O)N7CCCCC7,5.5,CHEMBL362558,CaM kinase II gamma
Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C,5.7,CHEMBL2006263,CaM kinase II gamma
CCN1C(=O)SC(=C1C)c2ccnc(Nc3cccc(OC)c3)n2,6.5,CHEMBL1986263,CaM kinase II gamma
CSc1c[nH]c2ncnc(NCCCO)c12,5.8,CHEMBL2000114,CaM kinase II gamma
CCC1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,6.7,CHEMBL1968380,CaM kinase II gamma
CNC(=O)c1cc2c(n[nH]c2s1)c3ccccc3F,5.5,CHEMBL1977681,CaM kinase II gamma
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3cccc4[nH]nc(N)c34)c1,5.4,CHEMBL223360,CaM kinase II gamma
NS(=O)(=O)c1cccc(Nc2ncc3ccn(c4ccccc4)c3n2)c1,6.9,CHEMBL1988163,CaM kinase II gamma
COc1ccc2NC(=O)C(=Cc3c[nH]cn3)c2c1,5.7,CHEMBL2002649,CaM kinase II gamma
Nc1ncnc2scc(c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,5.9,CHEMBL1998585,CaM kinase II gamma
CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3C,5.4,CHEMBL519697,CaM kinase II gamma
CN(C)CCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3,5.4,CHEMBL1966425,CaM kinase II gamma
Cc1cc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)ccc1F,5.2,CHEMBL1984363,CaM kinase II gamma
CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(c3)S(=O)(=O)N)ncc2F)cc1,6.1,CHEMBL1978099,CaM kinase II gamma
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,5.4,CHEMBL178737,CaM kinase II gamma
Cc1n[nH]c2cnc(cc12)c3cncc(OCC(N)Cc4cccc(c4)C(F)(F)F)c3,8.0,CHEMBL1998159,CaM kinase II gamma
NC(COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,5.3,CHEMBL1987679,CaM kinase II gamma
OC1=C(c2cc(Cl)ccc2O)c3c(Cl)cc(Cl)cc3NC1=O,5.9,CHEMBL1974803,CaM kinase II gamma
CC1CCCN1CCc2cc3cc(ccc3[nH]2)c4ccc(OC(F)(F)F)cc4,5.4,CHEMBL1990635,CaM kinase II gamma
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CC(CN6CCCC6)C5,5.6,CHEMBL1968791,CaM kinase II gamma
Cc1cccc(Cl)c1c2cccc3c(CCCOc4cccc5ccccc45)c([nH]c23)C(=O)NCCOCCOCCN,5.7,CHEMBL2002682,CaM kinase II gamma
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN5CCCC5)c1,5.7,CHEMBL1973211,CaM kinase II gamma
NC(COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,5.7,CHEMBL1972125,CaM kinase II gamma
c1cc2cc(cnc2[nH]1)c3ccc4cn[nH]c4c3,5.5,CHEMBL1976134,CaM kinase II gamma
